0 1 0
1 2206 0
2 1793 0
3 76 0
4 7 0
5 1252 0
6 479 0
7 16 0
8 38 0
9 22619 0
10 81 0
11 1129 0
12 26 0
13 105 0
14 13278 0
15 38 0
16 863 0
17 5083 0
18 372 0
19 2087 0
20 1272 0
21 478 0
22 142 0
23 8723 0
24 11 0
25 11 0
26 7 0
27 2890 0
28 82 0
29 9802 0
30 1579 0
31 1300 0
32 1 0
33 60 0
34 5520 0
35 70 0
36 1567 0
37 605 0
38 77 0
39 621 0
40 31 0
41 148 0
42 927 0
43 252 0
44 20 0
45 10327 0
46 139 0
47 1457 0
48 7760 0
49 7271 0
50 125 0
51 126 0
52 1 0
53 4141 0
54 32 0
55 171 0
56 63 0
57 56 0
58 559 0
59 49 0
60 60 0
61 37 0
62 35 0
63 72 0
64 33 0
65 30 0
66 33 0
67 33 0
68 22 0
69 21 0
70 30 0
71 5 0
72 53 0
73 14 0
74 18 0
75 395 0
76 4 0
77 2 0
78 2243 0
79 162 0
80 6 0
81 2 0
82 1475 0
83 141 0
84 1087 0
85 4 0
86 2 0
87 868 0
88 111 0
89 273 0
90 64 0
91 18 0
92 1012 0
93 598 0
94 1421 0
95 369 0
96 44 0
97 1 0
98 1 0
99 16 0
100 3084 0
101 14 0
102 2 0
103 1 0
104 40 0
105 2 0
106 3 0
107 269 0
108 12 0
109 61 0
110 240 0
111 48 0
112 42 0
113 317 0
114 1 0
115 1 0
116 516 0
117 198 0
118 1504 0
119 303 0
120 363 0
121 2557 0
122 4067 0
123 257 0
124 86 0
125 738 0
126 537 0
127 421 0
128 17 0
129 333 0
130 55 0
131 263 0
132 133 0
133 443 0
134 39 0
135 2942 0
136 1405 0
137 286 0
138 632 0
139 6668 0
140 33 0
141 17 0
142 83 0
143 28 0
144 79 0
145 520 0
146 427 0
147 2192 0
148 440 0
149 124 0
150 339 0
151 2 0
152 615 0
153 2603 0
154 16 0
155 5 0
156 342 0
157 5 0
158 4 0
159 204 0
160 589 0
161 1548 0
162 761 0
163 319 0
164 44 0
165 194 0
166 1 0
167 114 0
168 281 0
169 5 0
170 80 0
171 48 0
172 1 0
173 4 0
174 7 0
175 1 0
176 1449 0
177 8 0
178 1 0
179 76 0
180 78 0
181 64 0
182 3 0
183 2 0
184 47 0
185 2 0
186 54 0
187 117 0
188 134 0
189 81 0
190 8 0
191 997 0
192 4 0
193 2 0
194 12 0
195 19 0
196 5 0
197 6 0
198 5 0
199 18 0
200 238 0
201 27 0
202 4 0
203 7 0
204 39 0
205 18 0
206 57 0
207 744 0
208 1559 0
209 1760 0
210 288 0
211 6 0
212 1649 0
213 240 0
214 712 0
215 400 0
216 1170 0
217 717 0
218 1496 0
219 478 0
220 328 0
221 55 0
222 414 0
223 15 0
224 14 0
225 32 0
226 16 0
227 9 0
228 75 0
229 5 0
230 2 0
231 5 0
232 89 0
233 1015 0
234 8 0
235 1 0
236 501 0
237 1 0
238 1 0
239 23 0
240 3420 0
241 714 0
242 36 0
243 407 0
244 345 0
245 28 0
246 268 0
247 22 0
248 32 0
249 24 0
250 326 0
251 4 0
252 13 0
253 1914 0
254 72 0
255 184 0
256 95 0
257 88 0
258 51 0
259 540 0
260 1947 0
261 53 0
262 90 0
263 554 0
264 150 0
265 114 0
266 5 0
267 503 0
268 231 0
269 3 0
270 125 0
271 739 0
272 108 0
273 1488 0
274 115 0
275 203 0
276 269 0
277 106 0
278 17 0
279 185 0
280 4 0
281 253 0
282 4 0
283 205 0
284 76 0
285 130 0
286 137 0
287 1 0
288 15 0
289 12 0
290 216 0
291 19 0
292 6578 0
293 59 0
294 1716 0
295 35 0
296 30 0
297 6 0
298 500 0
299 3 0
300 319 0
301 9070 0
302 115 0
